Norwegian.taxa	Scientific.taxa	m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	catchcategory	aphia	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	6	1			1	0.025																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	7	1			1	0.025																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	8	1			1	0.035																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	9	1			1	0.03																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	10	1			1	0.035																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	11	1			1	0.035																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	12	1			1	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	13	1			1	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	14	1			1	0.035																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	15	1			1	0.035																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	16	1			1	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	1	1			1	0.045																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	2	1			1	0.035																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	3	1			1	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	4	1			1	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	5	1			1	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	6	1			1	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	7	1			1	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	8	1			1	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2216	10	82418	138036	9	1			1	0.035																																																																										
kolmule	Micromesistius poutassou	4	2020	1019	9	2216	11	164774	126439	1	1	0.062		2	0.22																																																																										0.562861629376611
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	1	1			1	0.07																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	2	1			1	0.062																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	3	1			1	0.053																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	4	1			1	0.059																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	5	1			1	0.072																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	6	1			1	0.068																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	7	1			1	0.06																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	8	1			1	0.064																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	9	1			1	0.065																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	10	1			1	0.067																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	11	1			1	0.063																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	12	1			1	0.058																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	13	1			1	0.067																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	14	1			1	0.061																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	15	1			1	0.054																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	16	1			1	0.052																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	17	1			1	0.054																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	18	1			1	0.043																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	19	1			1	0.068																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	20	1			1	0.054																																																																										
torsk	Gadus morhua	4	2020	1019	9	2216	12	164712	126436	21	1			1	0.055																																																																										
